"code_saude_13","2020-12","2020-13","2020-14","2020-15","2020-16","2020-17","2020-18","2020-19","2020-20","2020-21","2020-22","2020-23","2020-24","2020-25","2020-26","2020-27","2020-28","2020-29","2020-30","2020-31","2020-32","2020-33","2020-34","2020-35","2020-36","2020-37","2020-38","2020-39","2020-40","2020-41","2020-42","2020-43","2020-44","2020-45","2020-46","2020-47","2020-48","2020-49","2020-50","2020-51","2020-52","2020-53","2021-01","2021-02","2021-03","2021-04","2021-05","2021-06","2021-07","2021-08","2021-09","2021-10","2021-11","2021-12","2021-13","2021-14","2021-15","2021-16","2021-17","2021-18","2021-19","2021-20","2021-21","2021-22","2021-23","2021-24","2021-25","2021-26","2021-27","2021-28","2021-29","2021-30","2021-31","2021-32","2021-33","2021-34","2021-35","2021-36","2021-37","2021-38","2021-39","2021-40","2021-41","2021-42","2021-43","2021-44","2021-45","2021-46","2021-47","2021-48","2021-49","2021-50","2021-51","2021-52","2022-01","2022-02","2022-03","2022-04","2022-05","2022-06","2022-07","2022-08","2022-09","2022-10","2022-11","2022-12","2022-13","2022-14","2022-15","2022-16","2022-17","2022-18","2022-19","2022-20","2022-21","2022-22","2022-23","2022-24","2022-25","2022-26","2022-27","2022-28","2022-29","2022-30","2022-31","2022-32","2022-33","2022-34","2022-35","2022-36","2022-37","2022-38","2022-39","2022-40","2022-41","2022-42","2022-43","2022-44","2022-45","2022-46","2022-47","2022-48","2022-49","2022-50","2022-51","2022-52","2023-01","2023-02","2023-03","2023-04","2023-05","2023-06","2023-07","2023-08","2023-09","2023-10","2023-11","2023-12","2023-13","2023-14","2023-15","2023-16","2023-17","2023-18","2023-19","2023-20","2023-21","2023-22","2023-23","2023-24","2023-25","2023-26","2023-27","2023-28","2023-29","2023-30","2023-31","2023-32","2023-33","2023-34","2023-35","2023-36","2023-37","2023-38","2023-39"
"11001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,0,0,5,5,3,4,1,0,4,5,0,0,0,1,2,0,8,1,17,0,1,3,1,0,3,26,4,202,646,503,755,900,1669,1264,1570,1940,2145,2941,2193,2059,1356,931,1282,1887,1375,1542,1251,1360,1011,881,552,798,637,492,407,558,379,279,496,434,305,239,278,426,534,307,1005,737,654,437,428,349,215,263,342,201,138,152,156,117,118,71,79,110,65,83,109,133,235,258,152,117,92,72,81,133,116,90,90,135,48,44,689,521,526,474,893,671,962,698,1048,800,915,922,762,604,220,225,454,422,256,184,170,171,174,121,131,116,155,97,122,88,110
"11002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,3,2,88,650,1235,416,651,742,891,659,1199,1429,2547,2105,2305,1699,1474,1467,2278,1735,1557,1473,1484,1365,1985,887,1300,1174,1089,906,926,545,534,780,928,667,462,475,530,780,649,1298,902,1202,725,773,556,349,368,615,279,148,107,157,149,152,91,58,115,101,52,110,259,214,201,264,169,143,61,119,169,109,85,74,74,83,51,546,1005,1096,472,500,355,970,654,743,603,805,676,366,478,271,307,317,259,138,161,125,132,106,118,79,65,82,45,65,112,41
"11003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,4,0,1,3,1,3,0,258,1095,1839,1137,1930,2621,2398,2126,2207,4958,6722,5270,6280,2553,2485,3152,4763,3231,3241,3002,3124,3423,3682,1821,2956,2935,2101,1534,1580,1169,824,1280,1109,839,694,748,1292,1186,1071,1906,1608,1691,1063,760,1062,584,484,584,425,383,420,377,249,279,191,198,180,189,53,170,293,233,315,204,305,172,143,123,228,224,186,142,149,135,117,1122,862,549,488,763,702,1389,1263,1137,982,871,763,690,605,234,222,448,339,291,254,226,265,170,123,172,151,159,83,107,63,69
"11004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,3,1,0,6,1,2,1,2,3,12,8,131,811,3403,2551,2077,4005,5199,3666,4242,4844,7115,8214,7394,7251,4611,4030,8114,7681,7405,4786,4737,5335,6005,5161,3043,4675,4552,3643,2530,3282,2448,2587,3511,2566,2480,1829,1561,2838,2263,1865,4038,3049,3468,3193,2130,2355,1872,1532,1626,1218,840,691,814,717,532,574,585,856,391,181,640,836,999,783,621,719,486,353,412,552,483,375,478,476,567,138,4477,2782,2887,3340,2885,1573,4669,3760,3811,2526,3203,3734,2411,2238,955,1438,1322,1187,739,983,1041,874,852,675,656,665,649,443,655,496,327
"11005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,1,0,2,0,0,0,72,699,425,271,1008,948,902,551,989,1580,2961,1683,2265,1047,884,1372,1096,2011,1451,2183,1662,1200,1604,1027,1337,1196,679,1139,666,524,536,810,434,269,322,358,494,531,447,468,314,511,546,388,394,179,235,300,219,110,106,101,134,235,61,67,113,68,33,96,124,151,182,117,103,80,35,84,120,92,53,46,80,49,94,341,459,261,200,352,277,763,571,718,446,605,527,441,386,165,185,179,147,114,113,66,86,60,66,77,67,100,38,51,33,39
"11006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,237,767,860,645,941,1407,1359,862,1087,1412,3052,1396,1887,1261,780,992,1570,1914,2725,1516,1276,1778,1301,973,1640,1780,723,776,653,425,642,907,554,502,383,433,584,745,530,1001,944,812,648,567,500,326,319,439,303,113,165,204,139,133,132,132,118,88,44,100,151,155,120,187,201,88,7,136,219,166,80,81,123,143,48,771,403,430,499,603,448,1165,949,438,870,895,639,405,564,221,195,290,236,210,143,286,181,152,111,149,168,163,118,123,120,84
"11007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,141,154,105,130,174,201,347,151,275,380,398,645,227,260,401,510,406,409,332,328,370,342,112,179,200,70,149,127,98,82,115,56,91,39,43,92,95,101,245,155,130,71,121,134,47,61,106,42,31,20,23,13,21,10,56,95,27,10,15,28,43,9,20,24,14,1,31,39,13,16,10,22,31,31,105,108,58,55,72,75,213,194,155,123,140,174,150,116,54,40,50,75,35,37,38,37,33,21,9,15,20,12,20,6,8
"12001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,38,83,196,142,163,123,164,202,265,742,549,571,878,575,371,899,826,923,761,559,752,851,537,250,527,516,321,313,348,166,203,367,281,221,223,222,276,282,130,476,409,314,439,278,359,119,175,235,78,189,89,36,75,34,44,15,41,26,41,58,117,99,61,38,63,23,17,38,71,16,25,42,20,23,36,232,266,181,136,109,50,97,288,428,308,107,244,288,364,149,70,112,236,70,137,133,94,59,46,69,51,75,108,158,88,73
"12002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,4,0,0,2,2,1,4,7,3,325,339,375,921,1398,1046,1010,1122,1209,1427,3207,3763,5132,5168,5600,6739,5469,7851,9980,10023,9381,7280,8537,6140,6531,4044,5453,5535,4786,4893,3348,1633,2154,2758,2538,1587,1608,1579,2095,2582,2292,3599,3945,5004,5109,4330,7531,2926,1674,1648,1148,968,404,661,464,514,346,338,380,276,243,541,804,859,639,501,509,316,336,278,373,345,303,347,382,448,252,2791,2164,2071,1756,1339,706,1936,1604,3604,3127,3788,3390,4460,2455,1358,965,1450,1055,540,653,693,914,346,282,411,625,471,162,346,292,129
"12003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,4,122,61,456,400,337,402,513,578,489,660,1533,1151,1865,1169,2056,1536,1740,4068,4006,2779,3349,2849,3144,2188,1108,1183,1893,1715,1061,1141,599,755,949,745,512,341,482,570,796,659,1143,723,935,955,1336,1864,1388,573,533,574,440,200,490,311,105,457,179,220,131,152,160,156,334,323,311,347,200,79,86,114,78,133,295,111,228,98,323,546,1015,575,365,156,707,952,765,607,736,976,1384,2057,543,330,444,579,352,263,309,522,281,391,381,257,269,38,73,142,109
"13001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,2,5,10,11,1,6,9,2,6,108,9,9,2,66,1,0,0,57,3,26,7,3,4,8,1,5,24,12,19,7,15,583,554,3536,14682,6972,16653,17103,26122,38427,25671,20540,20258,29619,32999,15402,15828,53151,76469,41362,33339,38247,35618,30014,23631,13102,22280,21557,21414,17471,16283,11810,10013,13551,10517,11778,10838,9750,11847,17518,9206,15753,24542,38518,27782,21512,16550,13152,11817,12502,9516,6457,3359,5581,5404,4536,3936,3252,3821,2832,3208,6248,5304,6008,4371,2942,5223,3141,3027,4850,10379,8024,6133,5413,5537,10066,8300,17609,14755,13083,14121,14568,9055,16201,10687,14938,15684,18614,27643,20650,19364,8946,10166,9233,10179,7507,6968,6935,6597,5240,5633,6093,7308,5675,2022,6543,6241,4964
"13002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,2,0,0,0,2,0,0,0,2,2,41,59,83,727,452,599,511,717,1252,1521,1659,1501,3571,2592,1092,706,2320,5617,3422,2927,2881,3236,3104,3266,1137,2114,2004,1781,1202,1500,905,1026,1264,1277,1146,890,715,923,1612,768,1255,1007,1763,2053,1351,1165,627,954,702,1290,624,130,801,1006,628,350,475,765,722,190,506,599,614,421,244,337,216,106,224,566,580,767,486,881,915,302,925,1209,2468,2517,1798,1014,1917,1402,1673,1465,2086,3123,1804,1504,863,1098,859,876,647,858,641,495,274,546,597,866,599,217,1130,1655,1011
"13003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,1,0,1,4,0,0,2,1,4,1,0,3,0,0,2,0,0,0,0,0,2,0,1,0,7,0,1,0,1,2,58,37,129,453,588,563,1278,1504,1069,1521,1296,2124,1954,1717,999,2996,3894,3933,2412,1832,2008,1702,1512,898,1299,1302,1051,723,734,525,514,563,455,390,411,318,334,964,1105,989,781,881,1094,1126,1103,696,619,863,268,189,102,269,223,163,208,157,155,145,60,193,318,178,109,93,416,83,66,63,370,309,278,196,200,286,171,243,527,1103,1508,912,781,2309,2265,1591,1055,1175,1499,1083,959,434,348,682,357,333,873,799,418,353,314,526,414,292,63,308,415,306
"13004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,3,2,1,0,1,2,0,108,338,389,630,1127,894,1129,1623,1563,1837,1639,2788,3728,1582,868,2570,3742,3411,2248,2054,2504,2290,1991,1200,1842,1723,1695,874,936,690,636,695,487,730,747,744,700,1580,580,1469,1556,1688,2178,1915,1272,963,772,900,677,384,174,388,452,280,241,381,400,313,153,357,383,386,204,190,299,139,52,99,895,390,384,242,435,949,383,1555,1244,2624,3893,1718,1547,1903,1867,1616,1441,1495,2905,2016,1777,1234,1347,1392,710,1016,1191,1050,918,738,792,573,873,667,304,728,517,575
"13005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,30,2,83,68,557,801,1156,1204,1734,4105,3294,2075,3680,6658,5303,3164,1356,2528,5581,4160,2817,2836,3462,3440,3032,1177,1804,1677,1404,1049,1012,684,489,590,428,713,662,569,548,1413,1202,1331,1250,2058,2297,1832,1647,1622,1293,1166,1098,611,168,657,559,690,242,321,395,268,114,659,750,503,314,299,493,257,136,221,692,575,494,351,319,737,382,1443,991,5012,4391,3529,2063,6880,4018,3128,2967,3480,4351,4422,2684,1371,1768,1961,1266,805,945,883,962,750,573,578,832,751,313,486,775,540
"13006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,4,7,2,45,30,53,198,364,360,616,534,724,1029,1205,1659,931,350,828,2426,1849,1645,871,829,792,542,386,663,841,973,577,918,543,397,260,283,535,421,237,310,508,268,282,267,309,750,461,525,389,255,197,255,101,104,220,220,163,170,139,168,136,71,172,89,141,97,83,157,88,50,57,46,90,85,102,128,126,16,158,51,463,409,446,232,500,416,540,360,410,625,431,304,190,121,140,125,132,118,85,125,83,107,192,87,30,5,58,57,186
"13007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,12,71,85,281,520,479,961,749,444,756,578,855,1358,688,548,517,1197,1864,1220,1466,1046,1138,1101,536,1133,815,709,568,476,196,254,303,309,550,722,480,313,647,802,906,369,501,1207,754,1251,318,245,207,518,222,88,100,75,106,71,54,50,125,22,75,86,226,106,77,70,74,52,40,254,294,363,50,135,216,71,152,104,862,856,773,385,789,637,699,502,739,1170,959,772,336,379,443,329,387,371,345,309,143,283,347,341,134,36,96,71,34
"13008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,5,0,1,47,93,118,223,680,444,622,1305,652,1063,1086,2405,1165,1007,680,1641,2415,2932,1395,2057,1631,1513,1552,593,1465,1555,1471,658,715,697,716,522,607,686,542,513,594,1012,578,912,881,617,1014,957,1067,936,503,641,565,355,79,299,383,418,366,381,399,151,254,330,283,642,255,292,319,207,46,56,528,1152,573,297,347,688,309,880,602,1319,2184,1678,949,1671,2397,1236,804,1424,2361,1710,1132,1079,430,848,619,686,812,759,713,608,550,622,1263,804,119,225,144,272
"13009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2,2,2,0,0,4,2,3,4,0,2,7,1,2,2,0,1,3,3,3,2,3,1,3,0,2,1,17,3,5,10,7,566,306,709,842,1165,1237,1096,1829,1299,2170,2288,2142,2993,1468,885,1969,3765,3009,2921,2421,2022,2379,1497,612,900,1513,1327,638,1082,655,561,736,536,521,650,516,586,1502,947,910,900,661,653,1197,830,596,557,803,610,346,135,265,219,294,222,341,417,149,87,165,214,344,258,122,168,120,97,149,248,289,321,256,594,361,75,760,1587,1577,2434,1442,1072,2504,1755,1775,1623,1555,2686,1776,1405,676,876,880,646,397,895,771,678,661,694,1002,809,450,165,570,352,250
"14001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,1,0,2,10,0,1,0,1,2,2,0,3,1,1,1,3,0,0,5,3,1,0,0,3,7,2,3,1,495,315,314,1555,2553,3196,1930,1490,1669,1799,1718,2316,2465,2266,1504,1736,2998,3586,5920,4994,4691,4263,4741,3305,1473,2956,3072,2885,1802,2080,1311,1099,1817,1323,1263,1152,1344,1361,1435,1248,2186,2484,2861,2020,1922,1388,1114,1285,1284,1030,712,392,582,585,661,328,583,967,463,544,897,718,1126,683,551,954,564,478,711,912,830,851,1202,674,572,396,2010,1729,1610,2108,1413,881,1701,925,2208,1413,1712,2115,2086,1623,786,1130,1128,829,1028,903,934,899,909,2509,1202,1066,898,413,689,889,680
"14002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,24,35,62,183,289,259,356,297,383,208,273,505,647,241,123,57,150,195,424,422,306,448,400,594,227,345,310,418,261,259,197,184,393,195,265,41,140,209,293,134,470,266,300,319,294,275,169,159,92,203,91,51,87,77,58,27,32,65,67,16,45,54,89,67,50,86,36,24,29,44,99,71,54,31,32,27,206,267,307,354,168,64,190,208,311,200,200,459,417,357,107,172,153,115,98,76,83,47,59,53,126,140,46,41,60,67,59
"15001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,1,0,0,1,0,3,1,0,7,2,1,1,1,2,2,4,6,11,5,20,141,686,755,1197,599,772,781,1196,1945,3141,3294,3168,2499,1894,1153,1833,1800,1669,1507,1584,1674,1121,1281,621,1055,1003,826,446,339,301,598,1032,833,574,850,614,486,581,408,874,805,645,547,473,573,403,374,454,392,311,170,132,155,169,221,114,198,153,88,149,149,391,251,189,179,123,78,205,260,174,176,161,155,133,69,314,633,794,496,492,591,487,406,700,555,613,561,379,323,179,304,189,108,67,63,92,68,80,74,75,147,105,40,39,63,62
"15002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,2,2,1,0,3,0,3,4,6,2,0,1,5,0,4,4,1,3,1,2,2,3,2,4,3,3,9,8,3,38,4,93,80,142,477,1866,2170,1149,2259,3840,6825,9724,10296,10263,9747,7110,3770,8605,9470,10371,6451,6096,8161,9025,9690,6212,10032,7474,7533,4374,3558,2842,4057,4436,2321,2601,2715,3161,3910,4063,3206,4886,4919,5044,5471,4797,4762,2408,2248,2624,2627,1996,1274,896,1013,1102,644,468,929,916,553,582,579,1146,592,750,1360,720,520,724,869,911,945,1057,1339,1511,441,4579,7449,9861,8300,5570,3089,5799,5517,8034,5885,4103,5797,3945,1654,939,1201,3239,2927,1949,1779,2382,1475,1200,1567,1748,1090,762,455,674,1221,694
"15003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,1,1,0,0,0,0,0,1,1,0,6,9,23,128,1025,1043,577,794,697,890,869,1151,3761,5193,3014,2614,1529,2185,3416,4778,3827,4373,5290,4396,4429,2947,6151,2597,3518,3383,2744,1071,1310,2234,1351,1565,2477,1975,2455,2933,2134,3386,2669,3043,3262,3239,2958,1981,2186,1597,1445,1344,849,787,747,670,565,592,741,613,306,384,441,1428,1643,1455,1582,837,502,830,1157,948,1115,962,1055,1069,287,1843,2027,1662,2316,2884,1329,2350,1306,3920,2271,2167,2859,3202,2171,687,739,402,405,1129,775,820,639,623,632,485,907,689,380,656,501,377
"15004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,4,2,29,249,290,513,457,530,416,518,578,911,2981,4756,2497,1989,1666,1923,2196,2458,2403,2151,2577,1950,2797,1045,1488,2178,2297,2334,1122,802,887,1282,1057,1198,1011,1200,1268,1514,1408,2950,1857,1598,2029,1809,1530,740,707,604,669,521,268,430,292,226,166,188,388,419,199,262,497,573,397,365,833,418,195,322,376,259,262,257,369,229,56,640,1697,1277,1452,1116,684,1097,607,1592,1547,943,838,530,344,155,193,166,372,398,580,603,342,318,442,431,328,191,111,104,187,190
"15006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,1,1,10,75,0,7,9,33,12,1,3,3,11,0,5,36,14,11,5,5,4,3,5,31,5,81,63,47,46,87,4843,43608,8465,22108,23347,7384,12727,67361,6319,9377,10810,9375,8388,20682,18715,37824,45885,31977,25962,37760,41907,36600,32877,16659,28830,24512,18044,12243,10282,6059,5347,7893,6546,6838,7059,8586,10048,10515,5902,8792,10303,10496,9849,8723,9058,7703,5517,4542,4163,4235,1943,2429,1938,2740,1386,905,2045,1459,999,1616,2236,3140,1809,1164,1838,1174,813,1275,2705,2699,1801,1796,1678,1520,466,7091,13818,7664,10502,12979,9157,22432,14219,23744,22602,20455,20386,34113,19841,4712,6059,5064,6561,3682,2922,2267,1690,2251,1885,3100,4334,2497,1097,2083,1606,1247
"15007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,3,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,3,1,4,4,9,18,50,170,306,657,583,520,464,493,992,3437,3921,2737,3596,2835,1784,3427,3739,3279,3401,3496,4521,4681,4816,1754,4329,3812,3625,2409,2084,917,1301,1914,870,1259,1247,1571,1853,1464,1488,2355,1816,1982,2107,1616,1563,1169,1055,1122,1064,798,511,790,637,452,303,164,514,352,99,76,136,229,207,171,227,299,132,281,356,219,249,420,273,136,18,107,738,1525,1885,2533,1148,3338,2186,3224,2511,2304,1877,2785,1622,250,541,999,633,397,555,698,397,381,597,640,575,321,168,339,354,157
"15008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,0,2,1,2,1,2,0,2,1,3,1,0,1,0,0,0,1,1,1,5,6,0,2,0,6,0,1,4,2,16,246,82,199,686,1611,1644,2602,2540,4079,6415,5581,8262,9472,8897,6563,6230,3217,6888,7712,7452,7522,7323,7659,7039,8815,3903,8771,7295,6584,5713,2938,1595,2213,3151,1546,1611,1721,2203,2529,3170,2791,3410,3034,4391,3206,3443,3518,1986,1939,1943,2168,1923,1000,1356,1435,862,532,542,753,738,236,337,646,965,686,446,529,445,415,720,627,571,546,799,1302,773,294,336,1202,2409,4794,4983,2619,3292,3467,3376,2949,2936,2371,2299,2001,672,855,876,1082,654,679,833,596,754,567,1240,1272,610,211,618,538,281
"15009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,2,1,1,0,3,2,1,0,1,1,3,4,1,0,0,1,0,4,0,2,2,3,1,5,7,3,75,51,109,777,902,1459,3035,2053,1481,1928,2547,3937,4946,4382,4770,3031,2423,4208,6042,6273,5552,5944,7758,6295,7435,2989,7484,5371,5926,4348,1974,903,1246,2439,1603,1689,1944,1753,2325,2384,1278,2369,2568,2583,2493,2268,2073,1258,1236,1234,1182,923,500,821,605,482,389,308,664,572,236,459,300,986,578,358,519,418,232,335,406,183,269,353,587,516,436,184,2069,3462,4825,4801,2464,4326,2568,3015,2671,2724,2844,2573,2979,1032,1546,2099,1102,813,709,1073,900,770,681,1436,1350,597,426,348,496,304
"15010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,2,1,1,1,3,0,1,0,0,0,0,41,112,207,179,474,239,328,346,936,1050,1476,1153,972,853,846,910,825,1258,1067,916,1032,1009,966,497,991,544,583,465,356,215,292,548,318,362,346,358,305,435,289,628,472,480,590,585,437,389,202,385,406,261,250,192,181,175,125,126,235,239,78,203,57,201,201,165,112,124,46,69,186,172,140,105,99,123,83,625,646,551,559,422,374,552,503,456,356,445,312,353,348,224,180,156,194,157,135,245,114,88,87,214,181,56,40,48,51,54
"15011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,2,0,1,0,0,0,3,1,0,1,2,0,0,0,2,1,1,1,0,12,38,235,528,2148,578,2028,2740,1023,2956,3289,4512,6344,6541,5910,5840,6052,10958,10752,7055,8713,10098,14092,12199,12138,5513,9634,8268,10154,6244,4056,2026,2635,4321,3197,2846,3049,3320,4000,4413,2977,4734,4313,4002,3834,3721,2787,2067,1636,1672,1714,1776,830,1051,1264,839,585,584,951,781,365,497,767,1113,474,631,1021,657,556,747,1109,710,828,745,697,266,101,379,5728,5388,6527,6757,4709,8161,5848,9922,6421,6437,3567,1515,1367,723,685,1237,1461,1361,1314,1442,1142,972,1011,1618,1296,577,324,576,518,362
